unitid,fice,pubst,pbalph,"system","sequen","status","instnm","addr","city","stabbr","zip","gentele",cnty,congdist,"countynm",affil,calsys,hloffer,procc,pr2yr,prlib,prtea,prprof,geost,oereg,obereg,"race",control,type,iclevel,sex,lgrnt,"cncesc",sum2yr,sum4yr,sumpos,eve2yr,eve4yr,evepos,excntl,citysi,admreq,estmo,estyr,"fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,period,stcnty,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"227401","3601","53","840","","","5","PARIS JUNIOR COLLEGE","2400 CLARKSVILLE STREET","PARIS","TX","75460",".","","1","LAMAR","14","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","9","","090000","050000","0","308","620","0","0","0","952","1131","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"227429","3602","53","850","","","5","PAUL QUINN COLLEGE","1020 ELM STREET","WACO","TX","76704",".","","11","MCLENNAN","51","1","4","0","0","1","1","0","53","4","6","1","2","2","1","3","0","C01","0","1","0","0","0","0","3","2","2","","","000000","000000","2100","0","0","0","0","0","850","1700","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","8"
"227687","3603","53","860","","","5","RANGER JUNIOR COLLEGE","COLLEGE CIRCLE","RANGER","TX","76470",".","","17","EASTLAND","13","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","2","9","","090000","050000","0","288","612","0","0","0","750","1200","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"227757","3604","53","870","","","5","RICE UNIVERSITY","P O BOX 1892","HOUSTON","TX","77251",".","","18","HARRIS","21","1","8","0","0","1","1","1","53","4","6","5","2","2","1","3","0","A01","0","1","1","0","0","0","2","8","2","","","000000","000000","4125","0","0","4125","0","0","1795","1755","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","8"
"227881","3606","53","900","","","5","SAM HOUSTON ST UNIVERSITY","","HUNTSVILLE","TX","77341",".","","2","WALKER","12","1","8","0","0","1","1","1","53","4","6","5","1","2","1","3","0","B01","0","1","1","0","1","1","1","1","2","4","","090000","050000","0","464","1324","0","464","1324","980","1307","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","8"
"222497","3607","53","920","G","99","4","SN ANTO CC DIST CEN OFF","1300 SAN PEDRO AVENUE","SAN ANTONIO","TX","78284",".","","20","BEXAR","0","","","0","0","0","0","0","53","4","6","7","1","7","7","3","","","0","0","0","0","0","0","4","","","","","000000","000000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227854","3608","53","930","G","02","9","SAINT PHILIP'S COLLEGE","2111 NEVADA STREET","SAN ANTONIO","TX","78203",".","","20","BEXAR","13","1","3","1","1","0","0","0","53","4","6","D","1","3","2","3","0","E01","1","1","0","1","1","0","1","6","1","9","","090000","050000","0","178","546","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","8"
"227979","3609","53","970","A","02","8","SAN JACINTO C CENTRAL CAM","8060 SPENCER HIGHWAY","PASADENA","TX","77505",".","","25","HARRIS","13","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","7","2","9","","090000","050000","0","206","526","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228042","3610","53","990","","","5","SCHREINER COLLEGE","","KERRVILLE","TX","78028",".","","21","KERR","66","1","4","1","1","1","1","0","53","4","6","5","2","2","1","3","0","E01","1","1","0","1","1","0","3","1","1","","","090000","000000","3850","0","0","0","0","0","1240","1485","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228158","3611","53","1000","","","5","SOUTH PLAINS COLLEGE","1401 COLLEGE AVE","LEVELLAND","TX","79336",".","","19","HOCKLEY","12","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","2","7","","090000","050000","0","350","550","0","0","0","840","960","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228246","3613","53","1030","","","5","SOUTHERN METH UNIVERSITY","","DALLAS","TX","75275",".","","3","DALLAS","71","1","8","0","0","1","1","1","53","4","6","5","2","1","1","3","","A01","0","1","1","0","1","1","3","8","2","3","","090000","060000","6880","0","0","5220","0","0","1740","1929","7","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","","","1","","1","","","","","","","","","","8"
"228316","3614","53","1040","","","5","SOUTHWEST TEX JR COLLEGE","GARNERFIELD ROAD","UVALDE","TX","78801",".","","23","UVALDE","13","1","3","1","1","0","0","0","53","4","6","4","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","10","","100000","050000","0","320","1472","0","0","0","600","1200","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228459","3615","53","1050","","","5","STHWST TEXAS ST UNIV","","SAN MARCOS","TX","78666",".","","10","HAYS","12","1","7","1","0","1","1","1","53","4","6","5","1","2","1","3","0","B01","1","1","1","1","1","1","1","4","6","","","000000","060000","0","538","1798","0","446","587","2129","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","8"
"228325","3616","53","1070","","","5","SOUTHWESTERN ASSEMB GOD C","1200 SYCAMORE","WAXAHACHIE","TX","75165",".","","6","ELLIS","27","1","4","1","1","0","1","1","53","4","6","5","2","2","1","3","","D01","1","1","0","1","1","0","3","7","2","10","","100000","050000","1987","0","0","0","0","0","880","1342","7","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228477","3617","53","1080","","","5","STHWSTN BAPT THEOL SEM","P O BOX 22000","FORT WORTH","TX","76122",".","","6","TARRANT","75","1","8","","","","","1","53","4","6","5","2","2","1","3","0","D01","0","0","1","0","0","0","3","7","5","3","","000000","060000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"228486","3618","53","1090","","","5","STHWSTN CHRISTIAN COLLEGE","BOX 10","TERRELL","TX","75160",".","","4","KAUFMAN","74","1","3","0","1","0","0","0","53","4","6","1","2","3","2","3","0","E01","0","0","0","0","0","0","3","7","2","9","","090000","050000","2483","0","0","0","0","0","710","836","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228468","3619","53","1060","","","5","STHWSTN ADVENTIST COLLEGE","","KEENE","TX","76059",".","","6","JOHNSON","95","1","4","1","0","1","1","1","53","4","6","5","2","2","1","3","0","C01","1","1","0","0","1","0","3","7","2","","","000000","000000","4776","0","0","0","0","0","1006","1390","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"228343","3620","53","1100","","","5","SOUTHWESTERN UNIVERSITY","UNIVERSITY AVENUE","GEORGETOWN","TX","78626",".","","14","WILLIAMSON","71","1","4","0","0","1","1","0","53","4","6","5","2","2","1","3","0","C01","0","1","0","0","0","0","3","4","3","","","000000","000000","4900","0","0","0","0","0","1390","1570","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"227845","3621","53","880","","","5","SAINT EDWARD'S UNIVERSITY","3001 SOUTH CONGRESS AVE","AUSTIN","TX","78704",".","","10","TRAVIS","30","4","6","0","0","1","1","1","53","4","6","5","2","2","1","3","0","C01","0","1","1","0","1","1","3","4","2","7","","070000","060000","3260","0","0","2610","0","0","890","1738","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","8"
"228149","3623","53","890","","","5","SNT MARY'S U SAN ANTONIO","ONE CAMINO SANTA MARIA","SAN ANTONIO","TX","78284",".","","20","BEXAR","30","1","6","0","0","1","1","1","53","4","6","5","2","2","1","3","0","B01","0","1","1","0","1","1","3","6","2","","","090000","060000","3410","0","0","2846","0","0","1104","1255","7","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"228431","3624","53","1110","","","5","STEPHEN F AUSTIN STATE U","1936 NORTH STREET","NACOGDOCHES","TX","75962",".","","2","NACOGDOCHES","12","1","8","0","0","1","1","1","53","4","6","5","1","2","1","3","0","B01","0","1","1","0","1","1","1","1","3","","","000000","000000","0","490","1570","0","355","975","1036","1482","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","1","","1","","","1","","1","","","","","8"
"228501","3625","53","1120","","","5","SUL ROSS STATE UNIVERSITY","","ALPINE","TX","79832",".","","21","BREWSTER","12","1","7","1","0","1","1","1","53","4","6","5","1","2","1","3","0","B01","1","1","1","1","1","1","1","1","2","4","","060000","080000","0","520","1600","0","520","1600","1090","1440","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228608","3627","53","1140","","","5","TEMPLE JUNIOR COLLEGE","2600 SOUTH 1ST STREET","TEMPLE","TX","76501",".","","11","BELL","13","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","2","2","9","","090000","050000","0","268","1475","0","0","0","786","1078","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228699","3628","53","1150","","","5","TEXARKANA COLLEGE","2500 NORTH ROBISON ROAD","TEXARKANA","TX","75501",".","","1","BOWIE","13","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","2","2","","","090000","060000","0","230","534","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"228732","3629","53","1170","B","98","C","TEXAS A&M U SYSTEM OFFICE","","COLLEGE STA","TX","77843",".","","6","BRAZOS","0","","","0","0","0","0","0","53","4","6","7","0","7","7","","","","0","0","0","0","0","0","4","","","","","000000","000000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227526","3630","53","1180","B","02","E","PRAIRIE VIEW A&M UNIV","PO BOX 2818","PRAIRIE VIEW","TX","77446",".","","14","WALLER","12","1","6","1","0","1","1","0","53","4","6","1","1","2","1","3","1","B01","1","1","1","1","1","1","1","7","3","","","000000","000000","0","467","1691","0","467","1691","860","1243","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","8"
"228529","3631","53","1190","B","03","E","TARLETON STATE UNIVERSITY","TARLETON STATION","STEPHENVILLE","TX","76402",".","","17","ERATH","12","1","6","0","0","1","1","0","53","4","6","5","1","2","1","3","0","B01","1","1","1","1","1","1","1","1","2","9","","090000","050000","0","450","1310","0","368","988","1468","1004","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","8"
"3632","3632","53","1200","B","90","B","TEXAS A&M U ALL CAMPUSES","","COLLEGE STA","TX","77843",".","","6","","","","8","0","0","0","0","0","53","4","6","1","1","7","7","3","","","0","0","0","0","0","0","4","","","","","000000","000000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228680","3634","53","1360","H","02","8","TEX ST TECH INST WACO CAM","","WACO","TX","76705",".","","11","MCLENNAN","12","2","3","1","0","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","2","2","4","","010000","030000","0","320","860","0","0","0","1200","1100","7","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228866","3635","53","1230","","","5","TEXAS CHIROPRACTIC C","5912 SPENCER HIGHWAY","PASADENA","TX","77505",".","","25","HARRIS","21","3","5","0","0","0","0","1","53","4","6","5","2","2","1","3","0","D03","0","0","0","0","0","0","2","7","4","9","","090000","010000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228875","3636","53","1240","","","5","TEXAS CHRISTIAN UNIV","UNIVERSITY BOULEVARD","FORT WORTH","TX","76129",".","","26","TARRANT","61","1","8","0","0","1","1","1","53","4","6","5","2","2","1","3","0","B01","0","1","1","0","1","1","3","7","3","","","000000","000000","4980","0","0","3180","0","0","1070","892","7","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","1","","","","","","1","","","1","","1","","","1","","","","","","","8"
"225885","3637","53","630","","","5","JARVIS CHRISTIAN COLLEGE","HIGHWAY 80 WEST-DRAWER G","HAWKINS","TX","75765",".","","4","WOOD","61","1","4","1","0","1","1","0","53","4","6","1","2","2","1","3","0","C01","0","0","0","0","0","0","3","1","2","","","000000","000000","3348","0","0","0","0","0","612","1307","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228884","3638","53","1250","","","5","TEXAS COLLEGE","2404 NORTH GRAND AVENUE","TYLER","TX","75702",".","","4","SMITH","55","1","4","0","0","1","1","0","53","4","6","1","2","2","1","3","","C01","0","1","0","0","0","0","3","2","2","","","000000","000000","2415","0","0","0","0","0","680","1302","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"228705","3639","53","1560","C","03","E","TEXAS A&I UNIVERSITY","SANTA GERTRUDIS","KINGSVILLE","TX","78363",".","","27","KLEBERG","12","1","8","0","0","1","1","1","53","4","6","D","1","2","1","3","0","B01","0","1","1","0","1","1","1","1","3","4","","060000","060000","0","480","1560","0","388","1008","1288","932","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","8"
"228981","3641","53","1270","","","5","TEXAS LUTHERAN COLLEGE","1000 W COURT STREET","SEGUIN","TX","78155",".","","14","GUADALUPE","53","4","4","0","0","1","1","0","53","4","6","5","2","2","1","3","0","C01","0","1","0","0","0","0","3","5","2","","","000000","000000","3225","0","0","0","0","0","900","1128","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","8"
"229063","3642","53","1290","","","5","TEXAS SOUTHERN UNIVERSITY","3100 CLEBURNE","HOUSTON","TX","77004",".","","18","HARRIS","12","1","8","1","0","1","1","1","53","4","6","1","1","2","1","3","2","B01","0","1","1","0","1","1","1","8","2","3","","030000","060000","0","476","1336","0","388","1008","1150","1188","7","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","","","8"
"229072","3643","53","1300","","","5","TEXAS SOUTHMOST COLLEGE","83 FORT BROWN ST","BROWNSVILLE","TX","78520",".","","27","CAMERON","14","1","3","1","1","0","0","0","53","4","6","4","1","3","2","3","0","E01","1","1","0","1","1","0","1","2","2","9","","090000","050000","0","377","1380","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"229115","3644","53","1370","","","5","TEXAS TECH UNIVERSITY","","LUBBOCK","TX","79409",".","","19","LUBBOCK","12","1","8","0","0","1","1","1","53","4","6","5","1","2","1","3","2","A01","0","1","1","0","1","1","1","2","2","2","","090000","050000","0","470","1550","0","470","1550","1150","1150","7","","1","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","1","1","1","","","","","","","1","","","","","","1","1","","","1","1","","1","","","1","","1","","","1","","","","","","","8"
"229160","3645","53","1390","","","5","TEXAS WESLEYAN COLLEGE","P O BOX 50010","FORT WORTH","TX","76105",".","","12","TARRANT","71","1","6","0","0","1","1","0","53","4","6","5","2","2","1","3","0","C01","0","1","1","0","1","1","3","7","3","","","080000","060000","3750","0","0","3750","0","0","950","1650","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","8"
"229179","3646","53","1400","","","5","TEXAS WOMAN'S UNIVERSITY","BOX 23925 T W U STATION","DENTON","TX","76204",".","","26","DENTON","12","1","8","0","0","1","1","1","53","4","6","5","1","2","1","2","0","A01","0","1","1","0","1","1","1","7","2","","","000000","000000","0","460","1540","0","322","942","1020","1252","7","","","","","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","1","","","","","1","","","","","","","8"
"229267","3647","53","1410","","","5","TRINITY UNIVERSITY","715 STADIUM DRIVE","SAN ANTONIO","TX","78284",".","","20","BEXAR","66","1","6","0","0","1","1","1","53","4","6","5","2","2","1","3","0","B01","0","1","1","0","1","1","3","6","3","","","000000","000000","5400","0","0","5400","0","0","1375","1500","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","8"
"229355","3648","53","1420","","","5","TYLER JUNIOR COLLEGE","P O BOX 9020","TYLER","TX","75711",".","","4","SMITH","14","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","2","2","9","","090000","050000","0","148","522","0","0","0","800","966","7","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"224323","3651","53","1430","","","5","UNIVERSITY OF DALLAS","UNIV OF DALLAS STATION","IRVING","TX","75061",".","","24","DALLAS","30","1","8","0","0","1","1","0","53","4","6","5","2","2","1","3","0","B01","0","1","1","0","0","1","3","7","3","4","","090000","060000","4430","0","0","4030","0","0","1360","1190","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"225511","3652","53","1480","J","02","8","U OF HOUSTON-UNIV PARK","4800 CALHOUN","HOUSTON","TX","77004",".","","18","HARRIS","12","1","8","0","0","1","1","1","53","4","6","5","1","1","1","3","2","A01","0","1","1","0","1","1","1","8","3","9","","090000","050000","0","400","1260","0","400","1260","2100","1050","5","","1","","","","","","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","1","","","","1","","","1","","","1","","1","","","","","","","","","","8"
"227863","3654","53","1510","","","5","UNIV OFF SAINT THOMAS","3812 MONTROSE BLVD","HOUSTON","TX","77006",".","","18","HARRIS","30","1","8","0","0","1","1","0","53","4","6","5","2","2","1","3","0","B01","1","1","1","1","1","1","3","8","2","1","","090000","050000","3200","0","0","3200","0","0","1550","1440","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","8"
"229090","3655","53","1580","D","98","C","U OF TEXAS SYSTEM OFFICE","601 COLORADO STREET","AUSTIN","TX","78701",".","","10","TRAVIS","0","","","0","0","0","0","0","53","4","6","7","0","7","7","","","","0","0","0","0","0","0","4","","","","","000000","000000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228769","3656","53","1600","D","02","E","U OF TEXAS AT ARLINGTON","","ARLINGTON","TX","76019",".","","24","TARRANT","12","1","8","0","0","1","1","1","53","4","6","5","1","2","1","3","2","B01","0","1","1","0","1","1","1","7","6","","","000000","000000","0","514","1594","0","514","1594","1100","0","0","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","1","","","","","1","","","1","","","","","","","8"
"228778","3658","53","1590","D","03","E","U OF TEXAS AT AUSTIN","","AUSTIN","TX","78712",".","","10","TRAVIS","12","1","8","0","0","1","1","1","53","4","6","5","1","1","1","3","2","A01","0","1","1","0","0","0","1","4","3","3","","090000","060000","0","475","1555","0","419","1279","1357","1632","7","","1","","","","","","1","","","1","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","1","1","","","","","","","1","","","","","","1","1","","","1","","","1","1","","1","","1","","","1","","","","","","","8"
"228644","3659","53","1650","D","09","E","U OF TEX HLTH SCI SN AN","7703 FLOYD CURL DRIVE","SAN ANTONIO","TX","78284",".","","23","BEXAR","12","5","8","1","0","0","0","1","53","4","6","5","1","2","1","3","2","D02","0","1","1","0","1","0","1","6","6","","","090000","060000","0","450","1530","0","170","1030","0","0","0","","","","","","","","","","","","1","","1","1","1","","","","","1","","","","1","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","8"
"228635","3660","53","1630","D","08","E","U TEX HLTH SCI CTR DALLAS","5323 HARRY HINES BLVD","DALLAS","TX","75235",".","","5","DALLAS","12","5","8","0","0","0","0","1","53","4","6","5","1","2","1","3","2","D02","0","0","0","0","0","0","1","8","7","7","","070000","040000","0","280","1650","0","280","1650","0","0","0","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","8"
"228796","3661","53","1620","D","06","E","U OF TEXAS AT EL PASO","","EL PASO","TX","79968",".","","16","EL PASO","12","1","8","0","0","1","1","1","53","4","6","E","1","2","1","3","2","B01","0","1","1","0","1","1","1","3","6","4","","040000","060000","0","426","1506","0","370","1230","1238","1237","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","8"
"229540","3662","53","1710","","","5","VICTORIA COLLEGE","2200 EAST RED RIVER","VICTORIA","TX","77901",".","","14","VICTORIA","13","1","3","1","1","0","0","0","53","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","2","2","2","","090000","050000","0","140","514","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
