PID,officesHeld,head_of_org,on_committee,gov_office
LYTG-BMG,"President, Jerguson Gage & Valve, Ltd., Montreal, Quebec; director, Jerguson (Boston) and Jerguson Gage & Valve, Ltd.",1,0,0
L66H-N71,"Chairman, Oregon Chapter, American Association of Social Workers, 1951-53; president, 1958-60, member, Schools and Scholarship Committee, since 1957, Harvard Club of Oregon; member, board of governors, The City Club of Portland, 1958-60; precinct leader, since, 1955, district leader, since 1959, Democratic Party; president, American Academy of Clinical Sociologists, since 1959; board member, Catholic Council on Human Relations of Portland, since 1960",1,1,0
L2N9-8F2,"Trustee, Dexter School, Austen Riggs Center, Massachusetts Memorial Hospitals; incorporator, Children’s Hospital Medical Center, Warren Institution for Savings; director, Rogerson House, Sonic Research Corporation, MHC Holding Corporation; member, executive committee, St. Luke’s Home for Convalescents,",1,1,0
G3Q6-JSV,"Vice-commander, American Legion Post, 1949-51; member, Tehama County Democratic Central Committee, 1953-56; secretary, Wilcox Oaks Golf Club, since 1954; director, Tehama County Red Cross Chapter, since 1955; judge, Red Bluff Justice Court, 1956-61, director, Red Bluff Rotary, 1957-60: exalted ruler, B.P.OE. No. 1250, 1960-61; Red Bluff City Attorney, since 1961.",1,0,0
G336-5XB,"Assistant and tutor in psychology, Harvard, 1937-38; professor of psychology, Cambridge Junior College, 1937-38; intern in medicine, 1942~43, assistant resident and resident in psychiatry, 1943-44, Massachusetts General Hospital; 1944-46, first lieutenant and captain, Medical Corps,",0,0,0
LBYC-VNY,"Vice-president and director, Associated Cooperage Industries of America; member, Pulaski County, Arkansas, Republican Committee.",1,0,0
G3Q2-RR3,"Director of various corporations; chairman, Committee on Corporation Law, New York County Lawyers’ Association, trustee, Federal Employment and Guidance Service, member, executive committee, New York Chapter, American Jewish Committee.",1,1,0
M5PH-Z7N,"Member, Tewksbury Planning Board, 1950-54; Tewksbury Town Moderator, 1947-56; deputy chairman, Republican State Committee, 1952; member, Tewksbury Republican Town Committee, 1952, Republican Club of Massachusetts, 1951, Middlesex Republican Club, 1952; chairman, Greater Lowell United Fund, 1949; director, Lowell Boys Club; president, Greater",1,0,0
LT8F-YCH,"Treasurer, 1958-59, vice-chairman, 1959-60, chairman, 1960-61, Cleveland Section, Institute of Radio Engineers; clerk, 1953-60, junior warden, 1960-61, St. Paul’s Episcopal Church of East Cleveland.",1,0,0
G37R-HHT,"Member, Contest Board, New York Region, Sports Car Club of America; vice-president, Madison Avenue Sports Car Driving and Chowder Society.",1,1,0
G3QW-P81,"Secretary, board of trustees, Polytechnic Preparatory Country Day School.",0,1,0
G3QH-W7Y,"Lieutenant commander, USNR, Inactive Reserve, active duty, 1940-45; member, Section of Taxation, Committee on Income of Estates and Trusts, American Bar Association; member, Taxation Section, New York State Bar Association.",0,0,0
G33J-YKM,"Chairman, Municipal Art Society, Borough of Queens. pusiicaTions: Articles in Landscape, Liturgical Arts, Thought, Architectural Review, Connaissance des Arts; New World Writing.",1,0,0
LYV3-BFY,"1943-47, Air Weather officer, captain, U.S. Army Air Corps (major 1955); 1951 — clerk, Phi Alpha Delta Law Fraternity, University of Michigan Chapter; 1955 — assistant trust officer, Arizona Title Guarantee & Trust Company, Phoenix; 1959 — assistant vice-president, Canal National Bank, Portland, Maine; 1960— associate counsel, Union Mutual Life Insurance Company, Portland; 1960—treasurer and director, Portland Symphony Orchestra; 1961— instructor in trusts, American Institute of Banking, Portland; 1962 — instructor in insurance law, Life Office Management Association, Union Mutual Life Insurance Company.",1,0,0
LF85-ZQN,"Member, Hopedale Republican Town Committee, since 1946; director, Milford National Bank & Trust Company, since 1954, Hopedale Coal & Ice Company, since 1955; president, Milford Hospital, Milford, Mass., since 1958.",1,0,0
G99V-8CH,"Director, West Hartford Chamber of Commerce.",1,0,0
G3Q2-8TD,"Secretary-treasurer, 1950-51, Vice-president, 1952, Newton Board of the Boston Real Estate Board; secretary-assistant treasurer, 1953-60, director, since 1953, James E. Scripps Corporation, Detroit.",1,0,0
G3QD-89Z,"President, Junior Bar Section, 1951, member, executive board, 1954, 1957, Bax Association of Hawaii.",1,1,0
LYD1-CBD,"Secretary, Belmont Young Republican Club; Town Meeting",0,0,0
G3W4-8WV,"President, Junior Chamber of Commerce, Ithaca, N.Y. toro ¢4, Central Conference, United Lutheran Synod of New York, toto-44. netional adviser, Lutheran Student Association of America, 19¢0-¢2, toch 44, member, executive committee, United Student Christian Council, toad 9.",1,1,0
G3QD-TGL,"Various local P.T.A. positions, 1950-56; member, board of directors, Bethesda Fire Department, 1956-58; treasurer, River Road Unitarian Church, Bethesda, since 1958.",0,1,0
G3W8-KRX,"Recording secretary, since 1937, member, board of directors, since 1948, Knights of Columbus; CYO Adult Sponsor, since 1945; director, Veterans Service Center, Thompsonville, Conn., 1945-46, VFW Service Office, 1946.",0,1,0
G3WF-WP4,"Deacon, Byfield Parish Church, 1955-60; chairman, Rowley Planning Board, since 1956",1,0,0
G3WS-75F,"Director, Wayne Community Association, 1955-57; superintendent, Congregational Church School, 1956-58, captain, Boy Scouts of America Financial Campaign, 1956-57.",1,0,0
LDMM-GLH,"Treasurer, New Hampshire Manufacturers Association, 194 61; trustee, Monadnock Community Hospital, Peterborough, N.E 1949-58; vice-president, Cheshire National Bank, Keene, N.H., since 195 director, Cheshire County YMCA, since 1956.",1,1,0
GM6S-4YM,"Rockefeller Fellow, 1948-49; Guggenheim Fellow, 1958-59; head Resident Fellow, Brown University, 1952-55, secretary, American Society for Political and Legal Philosophy, since 1956.",0,0,0
G37R-T1P,"Member, Board of Selectmen, Sherborn, Massachusetts, 1954-60;",0,0,0
LVH8-M15,"Member of Committee on East Asian Studies, Harvard University.",0,0,0
LTJM-6Z4,"Secretary, Church Board of Finance; treasurer and director, Boston Club of Harvard Business School.",1,0,0
G376-BDP,"Chief marshal, Society of Christiana, director, Christian Laymen’s Union; International Committeeman, Massachusetts Federation of Men’s",1,0,0
G3WX-RW3,"Treasurer, 1949-54, Vice-president, 1955-56, president, 1956-57, Harvard Club of New Jersey; trustee, Beard School, 1953-57; chairman, Beard School Fund, 1955-57",1,1,0
G3W6-DXG,"Actuary, New York Life Insurance Company, tyi¢ 40, vee president and director, North American Company Foe Life, Nccutest acd Health Insurance, since 1960, North American Accilene busca Cree pany, since 1960.",1,0,0
LKN1-FP4,"Treasurer, Congregational Church Sunday School, since 1954, county committeeman, Republican, Westchester County Committee, une 1957; treasurer, Newcastle Republican Town Committee, sinwe tats, treasurer and founding director, 1959-60, counsel, since tgsa, Chappayua Swimming Pool Association.",1,0,0
GS66-WGZ,"Vestryman, St. Andrew's Episcopal Church, 1950-53; chairman, Sherborn Advisory (Finance Committee), 1951-56, assessor, Town of Sherborn, since 1958.",1,0,0
G3SP-XTG,"Member, board of governors, Pequot Library, Southport, Conn., Unquowa School, Fairfield, Conn.; member, Scholarship Committee, Harvard Club of New York; member of a sub-committee of the College Entrance Examination Board on Sponsored Scholarship Services and Relations, member governing board, Cooperative Bureau for Teachers.",0,1,0
G37R-551,"Master of Ritual, Delta Theta Phi Law Fraternity, since 1938; State Bar of Michigan: member of Committee on Character and Fitness, and Grievance Committee No. 6, and formerly a member of Staff of Counsel for State Bar of Michigan, 3d Judicial Circuit, since 1943; director, Ternes Steel Company, since 1946, secretary and director, American Steel Door Company, since 1948, Continental Associates, Inc., since 1953; secretary, Carmel Hall Men’s Guild, since 1957; secretary and director, Fathers’ Club, Convent of Sacred Heart, Grosse Pointe, since 1959.",1,0,0
G33V-3PX,"President, Outagamie County Medical Society, since 1961; chairman of the board, Medical Arts Clinic, since 1959; medical director of Civil Defense, Outagamie County, since 1958, regional medical director, Red Cross, since 1958; chief of Surgical Department, Appleton Memorial",1,0,0
G37X-Y4Q,"Trustee, since 1952, vice-president, 1954-57, Educational Alliance, Inc.; director, Scientific Materials, Inc., since 1952, Basic Books, Inc., Publishers, since 1953, Simon & Schuster, Inc., 1954-57; Goulder Company, Inc., since 1954; trustee, Louise Wise Services (child adoption agency), since 1958; chairman, Metropolitan Educational Television Association, 1958-61.",1,1,0
G3WD-8RF,"Trustee, Hedding (N.H.) Camp Meeting Association, 1955-57; member, Visiting Committee, Music Department, Harvard University, 1960-61, 1961-62: director, SBEBSQSA (Marlboro, Mass., Chapter).",1,1,0
L8BD-PL6,"Vice President, Washington Academy of Sciences 1956-58; President, Army Map Service Local, American Federation of Technical Engineers 1957-58",1,0,0
LRZ7-JXD,"Chief engineer, South-Wind Division, Stewart Warner Corporation 1941-46; vice-president, Engineering and Research, 1946-49, president, since 1949, member, board of directors, Signode Steel Strapping Company; member, board of directors, Detroit & Canada Tunnel Coporation, American National Bank & Trust Company of Chicago, Union Special Machine Company, Chicago Association of Commerce & Industry, Hospital Planning Council of Metropolitan Chicago, Infant Welfare Society of Chicago, Skokie Valley Community Hospital; trustee, Village of Winnetka, 1955-59.",1,1,0
LBPR-T42,"Medical administrator, Hofstra College.",0,0,0
LRLM-YZV,"Councilman, 1953-54, alderman, 1955~56, City of Augusta, Maine, chaplain, 1957, marshal, 1958, senior steward, 1959, junior deacon, 1960, senior deacon, 1961, Bethlehem Lodge No. 35, AF. & A.M.; secretary, Motor Vehicle Registration Board, State of Maine, 1960-61.",0,0,1
L271-733,"Local Finance Chairman, Country Finance,State Finance, State Finance; active in numerous local recreational, political and business groups.",1,0,0
LTVW-JG1,"Past commander, American Legion Post 191, New Jere. pot president, New Jersey Young Republicans foe Driscoll, Mea’e Booetcc: hood, Belmar, N.J.; past secretary, Central New Jersey Untorarcce Association; past chairman, Monmouth County Young Kepullear 2° chairman, Boys’ State American Legion, Monmouth County, forowe « intendent, Senior Sunday School, First Presbyterian Church, Polo, ‘ef",1,0,0
G37Y-HFN,"Supervisor, High Frequency Measurements Lab, 1940-43, electrical design engineer, 1943-44, Westinghouse Electric Corporation; radar design engineer, 1944-46, precipitator head, Engineering Dept., 1946-49, manager, precipitator sales, 1949-55, Raytheon Manufacturing Company; assistant director of research, American-Standard Industrial Division, since 1955.",0,0,0
L58T-GMK,"Vice-president, Washington Academy of Sciences, 1956-58; president, Army Map Service Local, American Federation of Technical Engineers, 1957-58.",1,0,0
G37R-7ZF,"President, Harvard Business School Section, Harvard Club of Virginia, 1960; member, Board of Managers, Jefferson-Lakeside Country Club, 1956-59, Beth Ahabah, 1955-58; member, Virginia Committee, National Jewish Hospital, 1961; regional director, A.D.L., since 1957; director, Modern Woodwork, since 1949, Modern School Equipment, since 1960, Virginia Capital Corporation, since 1960, Richmond Clay Products, since 1961, The Avalon Hill Company, since 1961; assistant manager, partner, General Investors, since 1961.",1,1,0
G37K-QSR,"Town Counsel, Webster, Mass., 1950-52; chairman, Dudley Republican Town Committee, since 1958; member, Massachusetts Republican State Committee, since 1960.",1,0,0
GSWX-5B7,"Chief of staff, 1954-61, chief of obstetrics, 1961-, Addison Gilbert Hospital; president, 1960-61, Essex South District Medical Society; councillor, 1959-61, Massachusetts Medical Society; member, Board of Governors, 1957-60, Annisquam Yacht Club.",1,1,0
L5LJ-5GG,"Secretary, Thayer Academy 25th Reunion, 1958; secretary, 1959, ’ 1960, member, executive committee, 1961, Harvard Club of Quincy; marshal, Harvard Alumni Exercises, June, 1960.",0,1,0
GM9D-1DV,"Vice-president, 1950-52, president, 1952-54, Harvard Club of Delaware, president, board of trustees, Unitarian Church, Wilmington, 1953-54; vice-president, 1955-56, 1961-62, Mt. Pleasant High School P.T.A.; member, board of management, Central Wilmington Y.M.C.A., 1955-57; member, Public Relations Committee, Wilmington United Fund, 1957-58; member of board, Unitarian Service Committee, 1958-61.",1,1,0
LTLX-26M,"Director, Hales & Hunter Company, since 1960, Civic Federation of Chicago, Camp Reinberg Association, Chicago Theological Seminary; vice-chairman, Major Firms Employee Campaigns, Chicago Community Fund-Red Cross Joint Appeal; chairman, board of trustees, Winnetka Congregational Church, since 1961; trustee, Chicago Y.W.CA,; president, Welfare Council of Metropolitan Chicago, since 1961; member, Hlinois Commission on Children; member, American Iron and Steel Inseieute and its Committee on Foreign Relations.",1,1,0
LRCP-P7Z,"Member, Indian Guide Program—YMCA, Cub Scouts and Troop 9, Boy Scouts, Bay Village, Ohio; member, St. Raphael's Choir, Bay Village; member, Cleveland Chaprer, The Construction Specifications Institute, Inc.",0,0,0
G3WS-VF2,"Associate clinical professor of industrial medicine, Institute of Industrial Medicine, New York University; member, dermatology attending staffs, Bellevue, University, Beth Israel and French Hospitals, vicechairman, Metropolitan New York Physicians Forum.",1,0,0
G3WS-2GQ,"Secretary Harfort Zionist District 1947 -48 hearing examiner Connecticut Civil Rights Commission 1949-54; national board member American Veterans Committee 1949-50 Councilman 1953-57 deputy may 0r 1955 57 City of Harford; President ,Harford Chapter, American Jewish COngress 1955-56 Vice President, Emanuel Synagogue Since 1001",1,0,0
G95N-LGC,"Member, Industrial Advisory Committee, War Production Board, 1940-41; president, Temple Emanuel, Lowell, 1949-52; member, board of directors, 1954, chairman, since 1960, Friends of Music, Boston University; co-chairman, New England Friends of the Ghetto Fighters’ House, 1959-60; chairman, Greater Lowell-Lawrence Community Concerts Association, 1956-59; president, New Arts Symphony Orchestra, 1960-61; member of corporation, 1957-61, trustee, since 1961, Boston Opera Group.",1,1,0
G3W7-QJC,"Assistant secretary, Schenley Industries, Inc., since 1952; member, board of directors, since 1956, secretary, since 1959, Mount Vernon Hebrew Camps, Inc.; member, board of trustees, Mount Vernon YM-YWHA, since 1960.",0,1,0
LY8J-XJC,"President, Rotary, 1942-43; president, Board of Education, 1954-55 (both Greenfield, Ohio); member, board of trustees, Ohio State School Boards Association, 1955; vice-president, National Association of Direct Selling Companies, Winona, Minn., 1957; member, board of trustees, Children’s Hospital, Columbus, Ohio, since 1961; various offices in Boy Scouts of America, Red Cross, Methodist and Presbyterian Churches.",1,1,0
L19Q-XR7,"Assistant treasurer, Harvard Club of Chicago, 1948, trustee, Villoye of Winnetka, 1951-55; director, American Foundation of Continuing Fatucation, since 1957. reasonably nice house completely equipped with wife, children, dog and parakeet. However, on closer inspection none of these turn out to be very typical— my wife, a physicist, edits a science program, my son is more interested in calculus than football, and my two daughters prefer baseball to dolls. The dog is neurotic and the parakeet can’t talk.",1,1,0
LJK2-31C,"Vice-president, Wall Street Management Corporation, secretarytreasurer and director, Wall Street Investing Corporation, assistant secretary and assistant treasurer, New York Capital Fund, Ltd, Toronto, Ontario, Canada; vice-president and director, Optometric Center, member of vestry, St. John’s Church, Lattingtown, Long Island, New York.",1,0,0
KV22-DDG,"Member, 1956-60, president, since tgta, Roand of Bilis aac, Crystal Lake Community High School.",1,0,0
9FM9-Q3F,"President, Capitol Hill Choral Society, Albany, N.Y. 1955-57.",1,0,0
LTR5-NP7,"Secretary, Men’s College Club, 1948-53; president, Whitman’s Merchants Association, 1950-52; vice-president, 1959, secretary, 1960-62, Brotherhood Temple Mishkan Teflia.",1,0,0
G37T-DRQ,"Rotating intern, University Hospital, Baltimore, 1942-43; neurosurgical resident, 1946~50, instructor in neurosurgery and neuroanatomy, 1950-51, University of Maryland School of Medicine; associate professor of neurosurgery, Medical College of Georgia, since 1951; member, active staff, St. Joseph’s Hospital and University Hospital, Augusta; consultant, Fort Gordon Army Hospital and Veterans Hospital, Augusta.",0,0,0
LBVQ-JXT,"Member, Lyme School Board, since 1957; Democratic Town Chairman, Lyme, Conn., since 1960; member, board of governors, 20th Senatorial District, Democratic Committee (Conn.), 242 ]",1,1,1
G3WX-S76,"Member, board of directors, San Francisco Medical Society, since 1953, San Francisco Heart Association, 1953-58, American Social Health Association, since 1957, United Bay Area Crusade, since 1957, San Francisco Homemaker’s Service, since 1958, San Francisco Association for Mental Health, since 1959, San Francisco Cancer Society, since 1961; assistant clinical professor of medicine and acting dean, University of California School of Medicine, since 1956; president, San Francisco Medical Society, 1961; trustee, Cathedral School for Boys, since 1960, American Society of Internal Medicine, since 1961.",1,1,0
G9DN-CXW,"Director, Connecticut Valley Enterprises, Essex, Conn., since 1953, Baker Corporation, Brookline, Mass. since 1958; trustee, Derby Academy, Hingham, Mass. since 1954; president, Harvard Club of Hingham, 1959~60; delegate, Republican National Convention, July, 1960, commodore, Hingham Yachr Club, 1961-62.",1,1,0
LHX8-RGT,"Chairman, Ridgefield Town Planning Association.",1,0,0
LTT8-SKC,"Instructor, Dept. of Economics, Baruch School, City Coiege. spring session, 1961.",0,0,0
G3QW-DF2,"Member, board of directors, Kalamazoo Health Council, 1953-56, Kalamazoo Human Relations Council, 1956-59, Nickelodeon Society of Kalamazoo, since 1956, Community Chest of Kalamazoo, 1956, Kalamazoo",0,1,0
LBR6-QDT,"Trustee, Boston Chapter, Red Cross, Beaver Country Day School, Beth Israel Hospital, Old Sturbridge Village, Peter Bent Brigham Hospital, Combined Jewish Philanthropies, Tufts Institute for Civic Education; vice-president, United Fund; regional vice-president, American Jewish Committee; director, United Community Services; member of corporation, New England Medical Center, Northeastern University, Metropolitan Arts Center; member, Visiting Committee, Radcliffe Archives and BuschReisinger Museum and German Department, .",1,1,0
LV8M-41R,"Senior Class Officer (Class Poet), 1937; permanent secretary, Harvard Law School Class of 1940; president, University Men’s Club of New Jersey, 1941; Rationing Attorney, Price Attorney, Enforcement Attorney, Special Hearing Officer and Trial Attorney (successively), Office of Price Administration, 1942~45; Assistant U.S, Attorney for the District of Hawaii, 1945-48; Deputy Attorney General, Hawaii, 1948-50; lecturer, Business Law, University of Hawaii, 1947-50; president, Democratic Precinct Club (13th Precinct, qth District), Honolulu, Hawaii, 1948-50; committeeman, Oahu Democratic County Committee, Honolulu, 1950; president and national committeeman, Young Democratic Clubs of the Territory of Hawaii, 1948-50; vice-chairman, Democratic Central Committee, Honolulu, 1950; president, Democratic Precinct Club (39th Precinct, zd District), Hilo, Hawaii, 1956; Hawaii County Committeeman, 1956; Judge, Circuit Court, Third Circuit, Hawaii, 1950-55; president, Hilo Country Club, 1957; chairman, World Brotherhood, Hawaii County Chapter, 1956; president, Riverside P.T.A., Hilo, Hawaii, 1958; secretary, Kaahuumann P.T.A., Honolulu, 1959; chaplain, Inner Guard, Tiler, B.P.O.E., 759, Hilo, Hawaii; secretarytreasurer, Harvard Club of Hawaii, 1947~49; secretary, Waikiki Yacht Club, 1947; Senate Attorney, Thirtieth Legislature, Honolulu, 1959; trustee and secretary, Honolulu Sailors Society, since 1959,",1,1,1
G33V-CL8,"Chairman, Parents’ Association of Emerson College, 1961.",1,0,0
G3W3-53J,"Treasurer, Cooperative School for Handicapped Children, 19531957; member of board, Arlington Fairfax Jewish Center, since 1961 (both Arlington, Va.).",0,1,0
G3W7-2LG,"President, Manchester Division, American Cancer Society, 195456, Manchester Civic Music Association, 1955-57; member, board of directors, Manchester Medical Association, since 1959, member, Manchester Community College Committee, since 1961; member, House of Delegates, Connecticut State Medical Society, since 1957.",1,1,0
G348-YRG,"President, Woodstock Playhouse, Inc., 1946-52; treasurer, Boston Repertory Association, 1947-48, v vice-chairman, Poets’ Theater, Cambridge, 1957-59:",1,0,0
G3QD-CD9,"President, Medical Board, Bronx Municipal Hospital Center, 1960-61; secretary, Section on Radiology, Medical Society of the State of New York, 1961.",1,0,0
G37Y-FMS,"President, Manchester Jewish Community Center, 1949, Manchester Downtown Association, since 1958; trustee, Amoskeag Savings Bank, Manchester, since 1954; vice-president, Manchester Community Chest, since 1960, Kiwanis Club; director, Mayor's Committee on Civic Progress, Manchester, National Jewish Welfare Board, Red Cross, Taxpayers’ Association; trustee, Manchester Boys’ Club.",1,1,0
LYW8-SLX,"Trustee, 1954-58, treasurer, 1955-58, Sharon Public Library; chairman, Salary Committee, Life Office Management Association, 195657; member, since 1958, treasurer, 1961, Warrant Committee, Sharon; chairman, Boston Survey Group, 1959-60; member, executive committee, Personne] Managers’ Club, Greater Boston Chamber of Commerce, since 1960; member, Junior and Boys’ Selection Committee, New England Lawn Tennis Association, since 1961.",1,1,0
G3W8-YJD,"Vice-president, Congregation Chevra Shas; director and life mem ber, Boston Lubavitz Yeshiva; treasurer, Boston Lubavitz Yeshiva Brotherhood.",1,0,0
G3QW-8M5,"Associate, Cadwalader, Wickersham & Taft, 245 ] 1O4O-$ 3, ViCe president and office counsel, The Bowery Savings Bank, 1953-59. Currently: member, board of trustees, The Bowery Savings Bank; member, board of trustees, Savings Banks Life Insurance Fund; chairman, Committee on Federal Legislation, National Association of Mutual Savings Banks; chairman, Committee on Public Information and of its executive committee, Savings Banks Association of the State of New York; member, board of directors and of the executive committee, National Association of Mutual Savings Banks; member, Council of Administration, Savings Banks Association of the State of New York; member, Task Force on Federal Home Loan Bank Board; member, State Advisory Committee, US. Savings Bond Division, Treasury Department, member, New York City Fair Housing Practices Panel, member, Housing Advisory Council, New York State Commission Against Discrimination; member, Committee on Money, Credit and Monetary Policy, American Bar Association.",1,1,0
G3WF-SXK,"Member, board of trustees, 1956-61, vice-president, njfr-6a, Temple Covenant of Peace, Easton, Pa.",1,1,0
G3QX-JZ5,"Chairman, Employees Division, 1951, Rain and Leather Division, 1955, Men’s Apparel Division, 1958, Combined Jewish Appeal; director, Boston Y.M.H.A. Hecht House.",1,0,0
K2VM-YCN,"Associate, Spence, Windels, Walser, Hotchkiss & Angell, New York City, 1940-41; assistant trust officer, trust officer, U.S. National Bank of Denver, 1946-52; president, 1952-58, vice-chairman, chairman, executive committee, 1958-61, Cherry Creek Bank; chairman of the board, Cherry Creek National Bank of Denver, since 1961; treasurer and director, Cyclo Manufacturing Company, Denver, since 1953; member, board of trustees, Denver Symphony Society, since 1954; trustee, Graland Country Day ‘ School, since 1954; director, Central City Opera House Association, since 1961, Lake Eldora Corporation, Denver, since 1961; Longyear Realty Corporation, Marquette, Mich,, since 1962.",1,1,0
L5Y7-HFT,"Curate, St. John’s, Waterbury, 1943-45; priest-in-charge, St. Paul's, Waterville, 1944-45; rector, St. Andrew’s, St. Johnsbury, Vt., and in charge of St. Peter’s, Lyndonville, and St. James’, Concord, Vt., 1945-48; rector, St. James’, Dundee, IL, 1948-52, Grace Church, Everett, Mass. 1952-56, St. Paul’s Church, Brookline, since 1956.",0,0,0
G3Q7-TKB,"Chairman, Malden Chapter, American Jewish Congress, 1949.",1,0,0
LC89-5Z3,"Director, since 1952, secretary, since 1958, Greenwach Plesperal Association; chapter chairman, Greenwich Chapter, American Red Cave, 1954-56; director, Boys’ Clubs of America, since 1964.",1,0,0
LZ1P-D6V,"Chairman, Business & Professional Chapter, A.V.C,, since 1947; treasurer, D.E.M., Inc., 1948; director, Downtown Harvard Lunch Club; president, Deming Realty Corporation, 1954-59; chairman, Committee on Government Plans for Merchant Shipping, Maritime Law Association of U.S.; president, North Clarkstown Civic Association, since 1959; vicepresident, The Bookstall, Inc.",1,0,0
9VQZ-ZTS,"President and director, E. H. Pringle & Company; director, Southern Ice Company of Delaware; member, Standing Committee, Clergy 869 ] _",1,1,0
G3Q2-583,"Co-president, John Laidlaw P.T.A., Western Springs, Illinois, 1961-62; treasurer, United Air Lines Toastmasters Club #1513, Chicago, Illinois, 1959-60.",1,0,0
MY7Q-42Q,"Ensign-lieutenant, U.S. Naval Reserve, 1942-45; product manager, 1945-55, assistant plant manager, 1955-60, Simonds Saw & Steel Company; chairman, Red Cross, Groton, 1947-49; director, Civil Defense, Groton, 1949-51; chairman, executive committee, 1958-59, president, since 1960, board of trustees, Community Memorial Hospital, Ayer, Mass.",1,1,0
LRNY-R5B,"Research director, Industrial Enterprises Inc, New York City, ~ 1940-47, Technitron Division, Continental Copper & Stecl Indusnies, Ine, 1959-60; president, Wales Laboratories, Inc, Morristown, N.J. 194° 95, chief, Engineering Research Section, Piscatinny Arsenal, 951-53, assisearre director of research, Monroe Calculating Machine Company, Orange, N J, 1953-59.",1,0,0
LYDZ-FHM,"Af{ember, since 1937, chairman, since 1956, 1937 Class Committee; co-Class Agent, 1948-51; member, board of trustees, Harvard Yearbook Building Fund Trust, since 1955; member of corporation, since 1959, executive committee, 1961-62, Brooks School of Concord.",1,1,0
L6J2-JB8,"Consulting neurosurgeon, Morton Hospital, Taunton, Mass., Cape Cod Hospital, Hyannis, Mass. Tobey Hospital, Wareham, Mass., St. Anne’s Hospital, Fall River, Mass.; warden, St. Peter’s Episcopal Church, South Dartmouth, Mass., 1958-61.",0,0,0
G3W3-7L5,"Board of directors, president, 1957-59, treasurer, 1959-61, Vicepresident, since 1961, S.A. Escuela Bella Vista (American community school in Maracaibo); president, 1952~53, treasurer, 1955-56, P.T.A. (various areas in Venezuela).",1,1,0
G37X-3BY,"President, Water Board, Cherry-Moor Water District; director, * Denver Area Council for Educational Television; member, Reorganization",1,0,0
GSR1-V9K,"Member, Planning Board, Fair Haven, N.J., 1950-52. Sclectiv",0,1,0
LHXC-764,"Instructor of Pediatrics, Colorado Medical School, state chairman, Ciuzens for Eisenhower, 1956; member, Casper City Council, 1957-44 Wyoming Youth Council, 1955-57; chairman, Dairy Committee, Natrona County Farm Bureau.",1,0,1
KD1M-SB5,"Vice-president, 1955, solicitor, 1945-61, member executive committee, 1944-61, Pennsylvania Prison Society; member board of managers, 1954-59, The First Family Day Care Association; secretary of citizens committee, 1945-47, member board of managers, 1947-59, House of Detention for Adult Witnesses and Untrried Prisoners; member board of managers, 1945-46, The Philadelphia City Insticute. memure or: Philadelphia Bar Association, Pennsylvania Bar Association;",1,1,0
G3Q4-1J7,"Member, executive committee, five years, vice-president, two years, president, two years, Central Council, Wellesley P.T.A.; director, New England Arthritis and Rheumatism Foundation, commodore, vicecommodore, member, Race Committee, etc., Beverly Yacht Club; Race Committee, chairman, International Regatta; various committees for Boy Scouts, church and amateur theatrical groups.",1,1,0
LCTV-S1Q,"President, Killiam Shows, Inc., Film Pathways, Inc.",1,0,0
LHF7-XCD,"Director, National Quarter Horse Breeders Association, 1947-50; president, Northern Quarter Horse Breeders Association, 1948-49; director, American Quarter Horse Association, 1950-51; trustee, School Board, 1950-60; team tying representative, Montana Rodeo Association, 1960; leader, 4H Club, 1946-51, and instigator of the Horsemanship Project in the National 4H Program.",1,1,0
G37R-2ZL,"Vice-president, Portland Lions’ Club, 1954-55; secretary of staff, Maine Eye and Ear Infirmary, 1955; deacon, Woodfords Congregational Church, 1957-6o.",1,0,0
G3WS-X3M,"Member, Passaic County Fluoridation Committee, 1953, 1954, 19553 member, Board of Health, East Paterson, 1953-54.",0,0,0
G33V-6VG,"Past member, P-T.A., currently secretary, board of trustees, Bloomfield Country Day School.",0,1,0
L5VK-BD1,"Member, board of trustees, United Campaign of Madison and Florham Park, 1954-57; president, Harvard Club of New Jersey, 1956-57; president, Board of Education, Madison, N.J., since 1959, council advancement chairman, since 1959, member, board of trustees, since 1959, Robert Treat Council, Boy Scouts of America; vice-general chairman, Education and Examination Committee, Society of Actuaries, since 1961.",1,1,0
LV3S-N9P,"Treasurer, Chicago Surgical Society, 1960; vice-president, Chicago Yudanshakai, 1960-61; secretary, U.S. Olympic Judo Committee, 1961.",1,0,0
G3Q4-4HJ,"Chairman, Admissions Committee, Harvard Medical School, since 1960; consultant in gastroenterology, uspHs Hospital, Brighton, Mass., since 1952; consultant to Plasma Fractionation Commission, since 1952; ‘consulting physician, Massachusetts Eye & Ear Infirmary, since 1954; deacon, First Parish Church, Lincoln, Mass.; chairman, School Committee, Town of Lincoln, since 1958; trustee, Concord Academy, Concord, Mass., since 1961; chairman, Third, Tenth and Fifteenth College Reunions, cochairman, Twentieth Reunion, general chairman, Twenty-fifth Reunion, Class of 1937; member, Harvard 1937 Permanent Class Committee, Permanent 1941 Class Treasurer and member, Class Fund Committee, Harvard Medical School; member, editorial board, Harvard Medical Alum Bulletin, 1954-58.",1,1,0
