unitid,fice,pubst,pbalph,"system","status","instnm","addr","stabbr","zip","gentele","cnty","congdist","city","countynm","affil","calsys","hloffer",pr2yr,prlib,prtea,prprof,enrolmnt,geost,oereg,obereg,"race",control,type,sex,lgrnt,survey,ss_occup,sum2yr,sum4yr,sumpos,ss_other,es_occup,eve2yr,eve4yr,evepos,es_other,excntl,citysi,admreq,"estmoyr","fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_nurs,acc_ort,acc_chem,regaccrd
"239910","7669","59","460","","5","STHWST WIS VOC TECH INST","BRONSON BOULEVARD","WI","53809","6088223262","043","","FENNIMORE","GRANT","14","1","03","0","0","0","0","3000858","59","2","3","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","071967","091968","051969","","490","2535","","","","1025","1025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","5"
"207254","7678","46","405","","5","SPARTAN SCH AERONAUTICS","8820 EAST PINE STREET","OK","74151","9188366886","143","","TULSA","TULSA","25","5","03","1","","","","0","46","4","6","9","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","2","4","2","1928","1977","1929","5400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"146418","7684","23","820","","5","KISHWAUKEE COLLEGE","","IL","60150","8158252086","037","","MALTA","DE KALB","14","1","03","1","0","0","0","5002888","23","2","3","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","021967","091968","061969","","506","1920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"198729","7687","43","470","","5","JAMES SPRUNT TECH COLLEGE","P O BOX 398","NC","28349","9192961341","061","","KENANSVILLE","DUPLIN","12","2","03","1","0","0","0","3000743","43","3","5","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","2","031964","031964","081965","","135","612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"146348","7690","23","780","","5","KANKAKEE CMTY COLLEGE","P O BOX 888","IL","60901","8159330345","091","","KANKAKEE","KANKAKEE","14","1","03","1","0","0","0","5003650","23","2","3","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","2","1","101966","091968","061970","","384","1680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"147004","7691","23","970","","5","MCHENRY COUNTY COLLEGE","ROUTE 14 AND LUCAS ROAD","IL","60014","8154553700","111","","CRYSTAL LAKE","MCHENRY","14","1","03","1","0","0","0","5003235","23","2","3","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","7","1","041967","091968","081969","","540","2130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"147378","7692","23","1050","","5","MORAINE VLY CMTY COLLEGE","10900 SOUTH 88TH AVENUE","IL","60465","3129744300","031","","PALOS HILLS","COOK","14","1","03","1","0","0","0","6009973","23","2","3","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","7","1","021968","091968","061969","","540","1950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"148821","7693","23","1400","","5","SHAWNEE COLLEGE","SHAWNEE COLLEGE ROAD","IL","62992","6186342242","153","","ULLIN","PULASKI","13","1","03","1","0","0","0","4002301","23","2","3","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","091967","091969","061970","","315","1874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"146472","7694","23","360","","5","LAKE COUNTY,COLLEGE OF","19351 W WASHINGTON STREET","IL","60030","3122236601","097","","GRAYSLAKE","LAKE","13","1","03","1","0","0","0","7010212","23","2","3","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","7","1","101967","091969","061970","","455","2050","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"112561","7707","14","870","","5","COLUMBIA COLLEGE","P O BOX 1849","CA","95310","2095323141","109","","COLUMBIA","TUOLUMNE","14","2","03","1","0","0","0","5002769","14","4","8","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","1968","1968","1968","","9","1854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"123509","7713","14","2340","J","E","SKYLINE COLLEGE","3300 COLLEGE DRIVE","CA","94066","4153557000","081","","SAN BRUNO","SAN MATEO","14","1","03","1","0","0","0","6006705","14","4","8","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","7","2","1969","1969","1971","","0","1305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"140322","7728","20","470","","5","MACON JUNIOR COLLEGE","U S 80 AND I-475","GA","31206","9124742700","021","","MACON","BIBB","12","2","03","1","0","0","0","4002335","20","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","2","2","101965","091968","061970","","435","1095","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","8"
"184180","7729","40","140","","5","COUNTY COLLEGE OF MORRIS","","NJ","07801","2013615000","027","","RANDOLPH","MORRIS","14","1","03","1","0","0","0","7010858","40","1","2","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","7","2","011965","091968","061970","","632","2182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1"
"183877","7730","40","80","","5","BURLINGTON COUNTY COLLEGE","PEMBERTON-BROWNS MILLS RD","NJ","08068","6098949311","005","","PEMBERTON","BURLINGTON","14","5","03","1","0","0","0","6006150","40","1","2","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","7","1","1966","1969","1970","","632","2282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"186645","7731","40","570","","5","SOMERSET COUNTY COLLEGE","P O BOX 3300","NJ","08876","2015261200","035","","SOMERVILLE","SOMERSET","14","1","03","1","0","0","0","5004283","40","1","2","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","7","2","111966","091968","051970","","630","2280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1"
"251321","7732","59","150","","5","HOLY REDEEMER COLLEGE","1701 SHARP ROAD","WI","53185","4145343191","101","","WATERFORD","RACINE","30","3","04","0","1","0","0","1000070","59","2","3","5","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","3","2","2","1968","1968","061969","1575","","","","","","600","870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"203951","7737","45","740","","5","MEDL COLLEGE OHIO-TOLEDO","CALLER SERVICE # 10008","OH","43699","4193814172","095","","TOLEDO","LUCAS","12","2","05","0","0","0","1","2000418","45","2","3","5","1","2","3","0","1","0","0","0","1","0","0","0","0","0","0","1","4","5","121964","091969","061972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","5"
"107992","7738","13","320","G","7","STHN ARK U TECH BRANCH","BOX 3048","AR","71701","5015740741","013","","EAST CAMDEN","CALHOUN","12","1","03","1","0","0","0","3000792","13","3","5","5","1","6","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","071967","091968","071970","","456","600","","","","594","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"198075","7814","43","20","","5","ASHEBORO COLLEGE","151 N FAYETTEVILLE STREET","NC","27203","9196254560","151","","ASHEBORO","RANDOLPH","25","2","03","","","","","1000155","43","3","5","5","2","3","3","0","1","0","1","0","0","0","0","0","0","0","0","2","4","2","1949","1949","1950","1950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199537","7817","43","1280","","5","WINSALM COLLEGE","PO BOX 3138 820 W 4TH ST","NC","27101","9197258701","067","","WINSTON-SALEM","FORSYTH","25","2","03","1","","","","2000269","43","3","5","5","2","3","3","0","1","0","1","1","0","0","0","1","1","0","0","2","4","2","1962","1962","1970","2560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208239","7819","47","10","","5","BASSIST COLLEGE","923 S W TAYLOR ST","OR","97205","5032286528","051","","PORTLAND","MULTNOMAH","25","2","03","1","","","","1000159","47","4","8","9","2","3","3","0","1","0","0","0","0","0","0","0","0","0","0","2","6","2","021963","091963","061964","3950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"209524","7821","47","225","","5","OREGON POLY INSTITUTE","812 S. W. 10TH AVENUE","OR","97205","5032275449","051","","PORTLAND","MULTNOMAH","21","2","03","1","","","","0","47","4","8","9","2","3","3","0","1","0","1","0","0","0","0","0","0","0","0","2","6","2","1947","1947","1948","2095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"211112","7826","48","95","","5","BEREAN INSTITUTE","1901 WEST GIRARD AVENUE","PA","19130","2157634833","101","","PHILADELPHIA","PHILADELPHIA","21","1","03","","","","","0","48","1","2","9","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","2","8","2","1899","1904","1977","1120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"213701","7827","48","855","","5","LYONS TECHNICAL INST","D STREET AND ERIE AVENUE","PA","19134","2154265500","101","","PHILADELPHIA","PHILADELPHIA","25","5","03","","","","","0","48","1","2","9","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","2","8","2","","","","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"216375","7833","48","1611","","5","TRACEY-WARNER SCHOOL","401 NORTH BROAD STREET","PA","19108","2155740402","101","","PHILADELPHIA","PHILADELPHIA","25","2","03","","","","","0","48","1","2","9","2","3","3","0","1","0","1","0","0","0","0","0","0","0","0","2","8","2","1956","1956","1977","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"7835","7835","48","1825","","5","THE WHEELER SCHOOL","BOX 55-530 WM PENN PLACE","PA","15219","4122884086","003","","PITTSBURGH","ALLEGHENY","25","2","03","","","","","0","48","1","2","9","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","2","8","2","1950","1962","1969","2125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"217305","7845","49","50","","5","NEW ENG INST TECHNOLOGY","184 EARLY STREET","RI","02907","4014677744","007","","PROVIDENCE","PROVIDENCE","21","2","03","1","","","","3000672","49","1","1","5","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","2","4","2","111940","111940","111941","2785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","4"
"201432","7856","45","120","B","7","BOWLING GRN ST U FIRELDS","901 RYE BEACH ROAD","OH","44839","4194335560","043","","HURON","ERIE","12","2","03","1","0","0","0","4001137","45","2","3","5","1","5","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","011967","091967","061974","","1020","2547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"223506","7857","53","160","","5","BRAZOSPORT COLLEGE","500 COLLEGE DRIVE","TX","77566","7132656131","039","","LAKE JACKSON","BRAZORIA","13","1","03","1","0","0","0","5003643","53","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","7","2","1948","1968","1970","","166","446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"214917","7860","48","1035","","5","PENN TECHNICAL INSTITUTE","110 NINTH STREET","PA","15222","4123550455","003","","PITTSBURGH","ALLEGHENY","25","2","03","","","","","0","48","1","2","9","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","2","8","6","1947","1958","1949","2310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"134495","7870","19","270","","5","HILLSBOROUGH CMTY COLLEGE","P O BOX 22127","FL","33622","8138797222","057","","TAMPA","HILLSBOROUGH","12","1","03","1","0","0","0","7011332","19","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","6","2","041968","091968","081969","","420","870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"101295","7871","10","645","","5","WALLACE ST CC-HNCV","P O BOX 250","AL","35077","2053526403","043","","HANCEVILLE","CULLMAN","12","2","03","1","","","","4001139","10","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","081966","081966","081967","","300","600","","","","450","1196","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"141963","7885","21","50","A","C","HAWAII SYS OFF U OF","2444 DOLE STREET","HI","96822","8089488111","003","","HONOLULU","HONOLULU","00","","","0","0","0","0","0","21","0","0","7","0","7","0","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152257","7888","24","580","C","4","PURDUE U CENTRAL OFFICE","","IN","47907","3177498111","157","","WEST LAFAYETTE","TIPPECANOE","00","","","0","0","0","0","0","24","2","3","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199625","7892","43","910","","5","SAMPSON TECHNICAL C","P O DRAWER 318","NC","28328","9195928081","163","","CLINTON","SAMPSON","14","2","03","1","0","0","0","3000876","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","091965","091965","081967","","138","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"133711","7893","19","160","","5","FLAGLER COLLEGE","P O BOX 1027","FL","32084","9048296481","109","","SAINT AUGUSTINE","SAINT JOHNS","21","1","04","0","1","1","0","3000777","19","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","2","4","2","1963","1968","1972","2200","","","","","","550","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"127200","7933","15","190","C","8","DENVER NORTH CAMPUS,CC OF","3645 WEST 112TH AVENUE","CO","80030","3034668811","001","","WESTMINSTER","ADAMS","12","1","03","1","0","0","0","5004465","15","4","7","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","5","1","091968","091968","121968","","550","2197","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"183804","7947","40","50","","5","BETH MEDRASH GOVOHA","617 6TH STREET","NJ","08701","2013671060","029","","LAKEWOOD","OCEAN","80","1","07","0","0","1","1","3000831","40","1","2","5","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","3","1","3","1943","1943","1945","2100","","","2100","","","600","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131113","7948","17","120","","5","WILMINGTON COLLEGE","320 DUPONT HIGHWAY","DE","19720","3023289401","003","","NEW CASTLE","NEW CASTLE","21","1","06","0","1","0","1","3000740","17","1","2","5","2","2","3","0","1","0","1","1","1","0","0","1","1","1","0","2","4","2","121967","091968","061972","2750","","","2680","","","1150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"172671","7950","32","1050","","5","WEST SHORE CMTY COLLEGE","3000 NORTH STILES","MI","49454","6168456211","105","","SCOTTVILLE","MASON","13","2","03","1","0","0","0","3000927","32","2","3","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","041967","1969","1970","","568","1108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"174428","7954","33","380","C","E","NORMANDALE CMTY COLLEGE","9700 FRANCE AVE SOUTH","MN","55431","6128309300","053","","BLOOMINGTON","HENNEPIN","12","2","03","1","0","0","0","5004869","33","2","4","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","7","2","031965","091968","061969","","607","1215","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"7957","7957","30","410","C","4","SAINT JOHN'S C CEN OFFICE","","MD","21404","3012632371","003","","ANNAPOLIS","ANNE ARUNDEL","00","","","0","0","0","0","0","30","1","2","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164146","7959","30","500","E","C","MARYLAND SYSTEM OFF,U OF","3300 METZEROTT ROAD","MD","20783","3018533601","033","","ADELPHI","PRINCE GEORGES","","","","0","0","0","0","0","30","","","7","0","7","0","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188632","7961","42","80","A","4","ALFRED U CENTRAL OFFICE","BOX 786","NY","14802","6078712111","003","","ALFRED","ALLEGANY","00","","","0","0","0","0","0","42","1","2","7","0","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190141","7963","42","670","D","4","COLUMBIA U CENTRAL OFF","","NY","10027","2122801754","061","","NEW YORK","NEW YORK","00","","","0","0","0","0","0","42","1","2","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190406","7964","42","740","E","4","CORNELL U CENTRAL OFFICE","","NY","14853","6072561000","109","","ITHACA","TOMPKINS","00","","","0","0","0","0","0","42","1","2","7","0","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194082","7968","42","1520","H","4","NY INST TECHN CEN OFFICE","WHEATLEY ROAD","NY","11568","5166867516","059","","OLD WESTBURY","NASSAU","00","","","0","0","0","0","0","42","1","2","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194301","7970","42","1670","J","4","PACE UNIVERSITY CEN OFF","PACE PLAZA","NY","10038","2122853000","061","","NEW YORK","NEW YORK","00","","","0","0","0","0","0","42","1","2","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195119","7972","42","1980","L","4","RUSSELL SAGE C CEN OFFICE","","NY","12180","5182702000","083","","TROY","RENSSELAER","00","","","0","0","0","0","0","42","1","2","7","2","7","2","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"196404","7975","42","2880","P","4","SYRACUSE U CENTRAL OFFICE","","NY","13210","3154231870","067","","SYRACUSE","ONONDAGA","","","","0","0","0","0","0","42","1","2","7","2","7","3","0","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"197850","7985","43","10","","5","ANSON TECHNICAL COLLEGE","P O BOX 68","NC","28007","7048268333","007","","ANSONVILLE","ANSON","14","2","03","1","0","0","0","2000446","43","3","5","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","101962","121967","081967","","132","609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198640","7986","43","410","","5","HALIFAX CMTY COLLEGE","P O DRAWER 809","NC","27890","9195362551","083","","WELDON","HALIFAX","14","2","03","1","0","0","0","4001009","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1","1967","1967","1968","","132","609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198011","7987","43","90","","5","BLADEN TECHNICAL INST","P O BOX 266","NC","28332","9198622164","017","","DUBLIN","BLADEN","12","2","03","1","0","0","0","2000419","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","101967","121967","061969","","138","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198905","7988","43","610","","5","MARTIN COMMUNITY COLLEGE","KEHUKEE PARK ROAD","NC","27892","9197921521","117","","WILLIAMSTON","MARTIN","12","2","03","1","0","0","0","3000671","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1967","1970","1971","","132","609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
