unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"119605","4141 CAMINO DEL RIO SOUTH","2","21","0","2","SAN DIEGO","6","D05","73","44","2","SAN DIEGO","121972","11460","051972","6195637100","14","8","1","70","NATIONAL UNIVERSITY","011460","0","8","4","1960","0","0","0","11","1971","1","1","1","2","0","0","0","1","0","1","1","4760","4760","14","5","0","","3","CA","5","14073","1","1","1","","2","70","92108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"176460","WESLEY COLLEGE","2","79","1100","1","FLORENCE","3","D01","121","3","2","RANKIN","001973","11461","001972","6018452265","34","4","1","2","WESLEY COLLEGE","011461","0","5","3","420","0","0","0","","1972","1","0","0","3","0","7","0","1","0","1","0","0","1400","34","5","600","","3","MS","5","34121","0","0","0","","2","2","39073","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102553","3211 PROVIDENCE DRIVE","2","12","0","1","ANCHORAGE","2","B01","20","99","1","ANCHORAGE","001970","11462","001970","9077861410","11","6","1","7","UNIV OF ALASKA ANCHORAGE","011462","0","8","4","120","1128","2208","768","","1970","1","1","1","1","1968","0","0","1","0","1","1","0","0","11","5","0","05","3","AK","F","11020","0","0","1","A","2","7","99508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","7"
"102632","11120 GLACIER HIGHWAY","2","12","0","1","JUNEAU","1","C01","110","99","1","JUNEAU","001967","11463","001956","9077894525","11","7","1","7","UNIV OF ALASKA JUNEAU","011463","0","8","4","190","1104","2184","744","","1956","1","1","1","1","1944","0","0","1","1","1","1","0","0","11","5","810","11","3","AK","F","11110","0","1","1","A","2","7","99801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"139074","3500 PEACHTREE ROAD N E","2","25","0","2","ATLANTA","8","E04","121","5","2","FULTON","001973","11574","001973","4042377573","20","3","2","99","BAUDER FASHION COLLEGE","011574","0","5","3","150","0","0","0","","1964","","","","2","0","0","","","1","","","0","4190","20","9","1680","","3","GA","5","20121","1","","","","3","99","30326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","8"
"213899","132 NORTH 12TH STREET","2","25","0","1","PHILADELPHIA","8","E01","101","1","2","PHILADELPHIA","001917","11587","001917","2155699155","48","3","2","31","MCCARRIE SCLS OF HLTH SCI","011587","0","2","1","900","0","0","0","","1917","1","","","2","0","0","1","","1","","","0","3797","48","5","0","","3","PA","5","48101","","","","","3","65","19107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"11600","617 W MARKET STREET","2","25","0","2","GREENSBORO","4","E04","81","6","2","GUILFORD","091975","11600","041973","9192726194","43","3","2","3","RUTLEDGE C OF GREENSBORO","011600","0","5","3","860","0","0","0","4","1973","1","0","0","2","0","0","1","","1","","","0","2544","43","1","0","","3","NC","5","43081","1","0","0","","3","65","27420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125949","101 S. SAN ANTONIO RD.","2","21","0","2","PETALUMA","7","C01","41","6","2","MARIN","061977","11611","091973","7077654500","14","4","1","28","WORLD COLLEGE WEST","011611","0","8","4","3250","0","0","0","12","1971","0","0","0","2","0","7","","1","","","","0","5175","14","5","2800","","3","CA","5","14041","0","0","0","","2","35","94953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"229300","P O BOX 20036","6","12","0","2","HOUSTON","8","D02","201","22","1","HARRIS","051973","11618","101972","7137924975","53","8","1","4","U TX HLTH SCI CTR-HOUSTN","011618","2","6","4","1640","312","1460","312","10","1972","0","1","1","1","1460","0","0","0","1","1","0","0","0","53","5","0","07","3","TX","E","53201","0","1","1","D","2","23","77225","","","","","","1","","","","","1","","1","","1","1","","","1","1","","","","","1","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","8"
"11624","10950 BEAUMONT HIGHWAY","2","79","840","1","HOUSTON","8","D01","201","8","2","HARRIS","061961","11624","091958","7136752351","53","4","1","","SOUTHERN BIBLE COLLEGE","","0","6","4","1020","0","0","0","9","1958","1","1","0","3","0","7","0","1","0","1","0","0","1590","53","5","840","","3","TX","Y","53201","1","1","0","","2","","77078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163204","UNIV BLVD AT ADELPHI RD","2","12","0","1","COLLEGE PARK","7","C01","33","5","1","PRINCE GEORGES","001948","11644","001947","3019857000","30","6","1","7","UNIV OF MARYLAND UNIV C","011644","2","2","1","570","3064","3592","2160","","1947","1","1","1","1","2160","0","0","1","1","0","0","0","0","30","5","0","05","3","MD","G","30033","1","1","1","E","4","7","20742","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"192156","535 BROAD HOLLOW ROAD","2","25","0","1","MELVILLE","7","E05","103","3","2","SUFFOLK","001971","11647","001971","5162932460","42","3","2","55","KATHARINE GIBBS SCHOOL","011647","0","2","1","1130","0","0","0","","1970","","","","2","0","0","1","","1","","","0","5650","42","9","0","","3","NY","5","42103","","","","","3","55","11747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21"
"187046","101 W STATE ST","6","14","0","5","TRENTON","3","C01","21","4","1","MERCER","061973","11648","111972","6099841100","40","4","1","10","THOMAS A EDISON COLLEGE","011648","0","2","1","580","0","0","0","7","1972","0","0","0","1","0","0","0","1","0","0","0","0","0","40","5","0","","3","NJ","5","40021","0","0","0","","2","19","08608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"117946","LOYOLA BLVD AT W 80TH ST","3","30","1394","1","LOS ANGELES","8","B01","37","28","2","LOS ANGELES","001914","11649","001911","2136422700","14","6","1","28","LOYOLA MARYMOUNT UNIV","011649","0","8","4","1790","0","0","0","","1911","0","0","1","3","0","7","0","1","0","1","1","3050","6085","14","5","1390","","3","CA","5","14037","0","1","1","","2","28","90045","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","11"
"181491","801 EAST BENJAMIN","1","13","0","1","NORFOLK","1","E01","119","1","1","MADISON","051974","11667","081973","4023712020","37","3","2","3","NORTHEAST TECH CC AREA","011667","0","4","2","190","0","0","480","7","1973","1","0","0","1","732","0","1","0","1","0","0","0","0","37","5","2250","","3","NE","5","37119","1","0","0","","3","3","68701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"189316","20 WEST MAPLE AVENUE","2","21","0","1","MONSEY","7","D12","87","22","2","ROCKLAND","001971","11668","001968","9144256724","42","5","1","99","BETH MDRASH EEYUN HATALMU","011668","0","2","1","250","0","0","0","","1968","0","0","0","2","0","0","0","1","0","1","0","0","2350","42","5","0","","1","NY","5","42087","0","0","0","","2","99","10952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99"
"197674","194 DIVISION AVENUE","2","21","1200","1","BROOKLYN","1","D12","47","13","2","KINGS","001950","11670","001946","7183845460","42","10","1","99","YESHIVA OF NITRA RAB C","011670","0","2","1","3250","0","0","0","","1946","0","0","0","2","0","7","0","0","0","1","0","2500","2500","42","5","800","","1","NY","5","42047","0","0","0","","2","99","11211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118684","P O BOX 3000","1","14","0","1","UKIAH","1","E01","45","1","1","MENDOCINO","061974","11672","071973","7074620571","14","3","2","28","MENDOCINO COLLEGE","011672","0","8","4","1810","0","0","100","7","1973","1","0","0","1","1920","0","1","0","1","0","0","0","0","14","5","0","","3","CA","5","14045","1","0","0","","3","28","95482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"161509","97 SPRING STREET","2","21","0","1","PORTLAND","2","D06","5","1","2","CUMBERLAND","001914","11673","001911","2077753052","29","4","1","10","PORTLAND SCHOOL OF ART","011673","0","1","1","160","0","0","0","","1882","0","1","0","2","0","0","0","1","0","1","0","0","5500","29","5","1700","","3","ME","5","29005","0","1","0","","2","10","04101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","3"
"190433","","3","12","1550","1","ITHACA","1","A02","109","28","1","TOMPKINS","001870","11693","001868","6072561000","42","8","1","74","CORNELL UNIV STATUTORY C","011693","1","2","1","820","4782","4782","4060","","1865","0","0","0","1","6784","7","0","1","0","1","1","0","0","42","5","1855","03","3","NY","9","42109","0","0","0","E","4","76","14853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1"
"194709","185 WILSON STREET","2","21","0","1","BROOKLYN","1","D12","47","13","2","KINGS","001965","11710","001961","2123881751","42","9","1","99","RAB SEMINARY ADAS YEREIM","011710","0","2","1","1850","0","0","0","","1961","0","0","0","2","0","0","0","0","0","0","1","0","2500","42","5","0","","1","NY","5","42047","0","0","0","","2","99","11211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225414","","4","12","0","1","HOUSTON","8","B01","201","25","1","HARRIS","051975","11711","091974","7134887170","53","6","1","6","U OF HOUSTON CLEAR LAKE","011711","0","6","4","1460","456","1316","456","8","1971","0","1","1","1","1316","0","0","1","0","1","1","0","0","53","5","0","03","3","TX","9","53201","0","1","1","J","4","43","77058","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","8"
"196680","CULTURAL EDUCATION CENTER","1","12","0","5","ALBANY","4","C01","1","23","1","ALBANY","091972","11716","031972","5184743703","42","4","1","99","U ST NY REGTS COL DEG","011716","0","2","1","3090","0","0","175","","1784","0","0","0","1","175","0","0","1","0","1","0","0","0","42","5","0","","3","NY","5","42001","0","0","0","","2","99","12230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1"
"11720","4800 CALHOUN BOULEVARD","","","0","","HOUSTON","","","","18","1","","000000","11720","000000",".","53","8","7","","U HOUSTON SYS ADM ALL CAM","","0","6","4","1440","0","0","0","","","0","0","0","4","0","0","0","0","0","0","0","0","0","53","1","0","00","3","TX","2","","0","0","0","J","7","","77004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"229407","4600 GULF FWY SUITE 500","","","0","","HOUSTON","","","201","18","1","HARRIS","000000","11721","000000","7137492214","53","","7","","UNIV OF HOUSTON SYS ADM","","0","6","4","1450","0","0","0","","","0","0","0","4","0","0","0","0","0","0","0","0","0","53","7","0","99","3","TX","4","53201","0","0","0","J","7","","77023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130907","1832 NORTH DUPONT PARKWAY","1","12","0","2","DOVER","1","E01","1","99","1","KENT","001973","11727","001972","3027365321","17","3","2","1","DEL TECH & CC TERRY CAM","011727","0","2","1","60","0","0","627","","1972","1","0","0","1","1239","0","1","0","1","0","0","0","0","17","5","0","02","3","DE","8","17001","1","0","0","A","3","13","19901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"137801","3319 W HILLSBOROUGH AVE","2","21","0","2","TAMPA","6","D05","57","7","2","HILLSBOROUGH","061952","11728","011950","8138796000","19","4","1","99","TAMPA COLLEGE","011728","0","5","3","840","0","0","0","","1890","1","1","0","2","0","0","0","0","1","1","0","0","2025","19","5","0","","3","FL","5","19057","1","1","0","","2","99","33614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115898","1800 IGNACIO BOULEVARD","1","14","0","1","NOVATO","7","E01","41","6","1","MARIN","061972","11730","091971","4158832211","14","3","2","99","INDIAN VALLEY COLLEGES","011730","0","8","4","1460","0","0","100","7","1971","1","1","0","1","2232","0","1","0","1","0","0","0","0","14","5","0","","3","CA","5","14041","1","1","0","","3","99","94947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"173957","","5","21","0","5","ROCHESTER","2","D02","109","1","2","OLMSTED","051976","11732","091972","5072843671","33","5","1","10","MAYO MEDICAL SCHOOL","011732","0","4","2","250","0","0","0","11","1971","0","0","0","2","0","0","0","0","0","1","0","0","0","33","5","0","","3","MN","5","33109","0","0","0","","2","19","55905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","",""
"114734","1712 EUCLID AVENUE","5","30","0","1","BERKELEY","7","D01","1","8","2","ALAMEDA","061969","11792","101968","4158485232","14","6","1","28","FRANCISCAN SCH THEOLOGY","011792","0","8","4","1190","0","0","0","10","1968","0","0","0","3","0","0","0","0","0","1","0","2800","0","14","5","0","","3","CA","5","14001","0","0","0","","2","28","94709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"197744","P.O.BOX 580","2","21","1740","1","S FALLSBURG","1","D12","105","28","2","SULLIVAN","001973","11821","001969","9144345240","42","10","1","99","YESHIVATH ZICHRON MOSHE","011821","0","2","1","3310","0","0","0","","1969","0","0","0","2","0","7","0","1","0","1","0","3100","3100","42","5","1160","","1","NY","5","42105","0","0","0","","2","99","12779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"222752","P O BOX 1416","4","21","1540","1","KILLEEN","2","B01","27","11","2","BELL","121973","11854","091973","8175261170","53","6","1","4","AMERICAN TECHNOLOGICAL U","011854","0","6","4","50","0","0","0","3","1973","0","1","1","2","0","7","0","1","0","0","0","1696","1972","53","5","672","","3","TX","5","53027","0","1","1","","2","4","76540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"105349","1200 EAST HERMOSA DRIVE","1","14","0","1","HOLBROOK","1","E01","17","4","1","NAVAJO","051975","11862","081974","6025246111","12","3","2","1","NORTHLAND PIONEER COLLEGE","011862","0","6","4","260","0","0","120","1","1973","1","0","0","1","2442","0","1","0","1","0","0","0","0","12","5","0","","3","AZ","5","12017","0","0","0","","3","65","86025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"105206","1971 JAGERSON AVENUE","1","14","0","1","KINGMAN","1","E01","15","3","1","MOHAVE","071972","11864","091971","6027574331","12","3","2","1","MOHAVE COMMUNITY COLLEGE","011864","0","6","4","230","0","0","230","7","1971","1","0","0","1","2654","0","1","0","1","0","0","0","0","12","5","0","","3","AZ","5","12015","1","0","0","","3","1","86401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"110440","1350 M STREET","5","21","0","1","FRESNO","4","D10","19","18","2","FRESNO","081976","11881","091973","2094868420","14","8","1","74","CAL SCH PROF PSYC FRESNO","011881","0","8","4","320","0","0","0","3","1969","0","0","0","2","0","0","0","0","0","1","0","7960","0","14","5","0","04","3","CA","9","14019","0","0","0","R","2","74","93721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"189264","2127 82ND STREET","1","21","1500","1","BROOKLYN","1","D12","47","14","2","KINGS","061954","11922","091950","7182592525","42","10","1","99","BETH HATALMUD RAB COLLEGE","011922","0","2","1","220","0","0","0","9","1950","0","0","0","2","0","7","0","0","0","1","1","900","2300","42","5","1000","","1","NY","5","42047","0","0","0","","2","99","11214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167631","625 HUNTINGTON AVENUE","2","12","0","1","BOSTON","7","E01","25","9","1","SUFFOLK","061975","11930","091973","6177341960","31","3","2","42","ROXBURY COMMUNITY COLLEGE","011930","0","1","1","830","0","0","720","9","1970","1","1","0","1","2280","0","1","0","1","0","0","0","0","31","1","0","14","3","MA","E","31025","1","1","0","A","3","42","02115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"231147","","5","21","0","1","S ROYALTON","1","D07","27","99","2","WINDSOR","061976","11934","071973","8027638303","55","5","1","99","VERMONT LAW SCHOOL","011934","0","1","1","190","0","0","0","12","1972","0","0","0","2","0","0","0","0","0","1","0","0","0","55","5","0","","3","VT","5","55027","0","0","1","","2","99","05068","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"243841","558 MUNOZ RIVERA AVENUE","2","25","0","3","HATO REY","1","E04","","","2","","011973","11940","091950","8097631010","66","3","2","5","INST COMERCIAL DE PR JC","011940","0","9","7","180","0","0","0","9","1946","1","0","0","2","0","0","1","","","","","0","1800","66","4","0","","3","PR","5","","1","0","0","","3","38","00919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"241100","BOX 2037","2","21","0","1","BAYAMON","4","E01","","","2","","001965","11941","081963","8097860090","66","4","1","7","AMERICAN C PUERTO RICO","011941","0","9","7","10","0","0","0","5","1963","1","1","0","2","0","0","0","1","","1","","0","1500","66","4","0","","3","PR","5","","1","1","0","","2","44","00619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"106218","221 S LOCUST ST","2","25","0","2","FAYETTEVILLE","2","E01","131","3","2","SEBASTIAN","001956","11947","001955","5014525556","13","3","2","99","AMERICAN COLLEGE","011947","0","5","3","10","0","0","0","","1955","1","0","0","2","0","0","","","1","","","0","2510","13","5","0","","3","AR","5","13131","1","0","0","","3","99","72701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131308","17TH & NEW YORK N W","2","21","0","1","WASHINGTON","8","D06","","","2","","051966","11950","091964","2026289484","18","4","1","99","CORCORAN SCHOOL OF ART","011950","0","2","1","50","0","0","0","1","1890","1","1","1","2","0","0","","","","1","","0","4950","18","5","2050","","3","DC","5","","1","1","1","","2","99","20006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1"
"194189","3 BOULEVARD","2","21","1500","1","NEW ROCHELLE","7","D12","119","20","2","WESTCHESTER","001966","11984","001962","9146326192","42","4","1","99","OHR HAMEIR THEOL SEM","011984","0","2","1","1660","0","0","0","","1962","0","0","0","2","0","7","0","0","0","1","0","0","2100","42","5","1000","","1","NY","5","42119","0","0","0","","2","99","10801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186900","P O BOX 7","2","21","1242","1","ADELPHIA","4","D01","25","13","2","MONMOUTH","061971","11989","091967","2014311600","40","5","1","99","TALMUD ACAD NEW JERSEY","011989","0","2","1","570","0","0","0","9","1967","0","0","0","2","0","7","0","0","0","1","1","0","2600","40","5","558","","1","NJ","5","40025","0","1","0","","2","99","07710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189176","4814 16TH AVE","2","21","0","1","BROOKLYN","1","D12","47","13","2","KINGS","061972","11991","091968","2122371818","42","5","1","99","BELZER YESH-MACHZIKEI SEM","011991","0","2","1","170","0","0","0","9","1968","0","0","0","2","0","0","0","0","0","1","0","0","0","42","5","0","","1","NY","5","42047","0","0","0","","2","99","11204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99"
"189325","1763 63RD STREET","1","21","0","1","BROOKLYN","1","D12","47","14","2","KINGS","061972","11992","091969","2122321600","42","10","1","99","BETH MEDRASH EMEK HALACHA","011992","0","2","1","260","0","0","0","9","1969","0","0","0","2","0","0","0","0","0","1","0","2500","2500","42","5","0","","1","NY","5","42047","0","0","0","","2","99","11204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192420","444 BEACH 6TH STREET","2","21","0","1","FAR ROCKAWAY","1","D12","81","6","2","QUEENS","061971","11993","091967","2124710169","42","9","1","","LONG IS SEM JEWISH STDIES","","0","2","1","1220","0","0","0","6","1967","0","0","0","2","0","0","0","0","0","0","1","0","2100","42","5","0","","2","NY","Y","42081","0","0","0","","2","","11691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195298","4622 14TH AVENUE","2","21","1080","1","BROOKLYN","1","D12","47","14","2","KINGS","061971","11995","091967","7186338557","42","4","1","99","SARA SCHENIRER TCHRS SEM","011995","0","2","1","2140","0","0","0","7","1967","1","1","0","2","0","7","1","0","0","0","1","0","2300","42","5","770","","2","NY","X","42047","1","0","0","","2","99","11219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11996","1780 BROADWAY","2","25","0","3","NEW YORK","8","E04","61","15","2","NEW YORK","001979","11996","011979","2125810270","42","3","2","18","STENOTYPE INSTITUTE","011996","","2","1","2920","0","0","0","1","1937","1","0","0","2","0","0","0","","1","","","0","4430","42","E","0","","3","NY","5","42061","1","0","0","","3","61","10019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21"
"197601","1818 54TH STREET","2","21","1000","3","BROOKLYN","1","D01","47","14","2","KINGS","001977","11997","001973","2122327800","42","5","1","99","YESH KARLIN STOLIN","011997","0","2","1","3240","0","0","0","","1948","0","0","0","2","0","5","","","","1","1","0","2400","42","5","1000","","1","NY","5","42047","0","0","0","","2","99","11204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
